3 0.3517 0.3353 0.3519 1
3 0.6647 0.8517 0.6019 1
3 0.1483 0.1647 0.8519 1
3 0.8353 0.6483 0.1019 1
3 0.6483 0.3353 0.8519 1
3 0.3353 0.8517 0.1019 1
3 0.8517 0.1647 0.3519 1
3 0.1647 0.6483 0.6019 1
3 0.8517 0.8353 0.8519 1
3 0.1647 0.3517 0.1019 1
3 0.6483 0.6647 0.3519 1
3 0.3353 0.1483 0.6019 1
3 0.1483 0.8353 0.3519 1
3 0.8353 0.3517 0.6019 1
3 0.3517 0.6647 0.8519 1
3 0.6647 0.1483 0.1019 1
5 0.08616 0.33181 0.4506 1
5 0.0537 0.1126 0.5821 1
5 0.66819 0.58616 0.7006 1
5 0.41384 0.16819 0.9506 1
5 0.83181 0.91384 0.2006 1
5 0.91384 0.33181 0.9506 1
5 0.33181 0.58616 0.2006 1
5 0.58616 0.16819 0.4506 1
5 0.16819 0.91384 0.7006 1
5 0.8874 0.5537 0.8321 1
5 0.4463 0.3874 0.0821 1
5 0.6126 0.9463 0.3321 1
5 0.9463 0.1126 0.0821 1
5 0.1126 0.5537 0.3321 1
5 0.5537 0.3874 0.5821 1
5 0.3874 0.9463 0.8321 1
5 0.58616 0.83181 0.9506 1
5 0.16819 0.08616 0.2006 1
5 0.91384 0.66819 0.4506 1
5 0.33181 0.41384 0.7006 1
5 0.41384 0.83181 0.4506 1
5 0.83181 0.08616 0.7006 1
5 0.08616 0.66819 0.9506 1
5 0.66819 0.41384 0.2006 1
5 0.5537 0.6126 0.0821 1
5 0.3874 0.0537 0.3321 1
5 0.9463 0.8874 0.5821 1
5 0.1126 0.4463 0.8321 1
5 0.4463 0.6126 0.5821 1
5 0.6126 0.0537 0.8321 1
5 0.0537 0.8874 0.0821 1
5 0.8874 0.4463 0.3321 1
8 0.1372 0.2183 0.5151 1
8 0.1776 0.4328 0.4059 1
8 0.94316 0.3438 0.4309 1
8 0 0 0.5 1
8 0.7817 0.6372 0.7651 1
8 0.3628 0.2817 0.0151 1
8 0.7183 0.8628 0.2651 1
8 0.8628 0.2183 0.0151 1
8 0.2183 0.6372 0.2651 1
8 0.6372 0.2817 0.5151 1
8 0.2817 0.8628 0.7651 1
8 0.5672 0.6776 0.6559 1
8 0.3224 0.0672 0.9059 1
8 0.9328 0.8224 0.1559 1
8 0.8224 0.4328 0.9059 1
8 0.4328 0.6776 0.1559 1
8 0.6776 0.0672 0.4059 1
8 0.0672 0.8224 0.6559 1
8 0.6562 0.44316 0.6809 1
8 0.55684 0.1562 0.9309 1
8 0.8438 0.05684 0.1809 1
8 0.05684 0.3438 0.9309 1
8 0.3438 0.44316 0.1809 1
8 0.44316 0.1562 0.4309 1
8 0.1562 0.05684 0.6809 1
8 0 0.5 0.75 1
8 0.5 0.5 0 1
8 0.5 0 0.25 1
8 0 0 0 1
8 0 0.5 0.25 1
8 0.5 0.5 0.5 1
8 0.5 0 0.75 1
8 0.6372 0.7183 0.0151 1
8 0.2817 0.1372 0.2651 1
8 0.8628 0.7817 0.5151 1
8 0.2183 0.3628 0.7651 1
8 0.3628 0.7183 0.5151 1
8 0.7183 0.1372 0.7651 1
8 0.1372 0.7817 0.0151 1
8 0.7817 0.3628 0.2651 1
8 0.6776 0.9328 0.9059 1
8 0.0672 0.1776 0.1559 1
8 0.8224 0.5672 0.4059 1
8 0.4328 0.3224 0.6559 1
8 0.3224 0.9328 0.4059 1
8 0.9328 0.1776 0.6559 1
8 0.1776 0.5672 0.9059 1
8 0.5672 0.3224 0.1559 1
8 0.44316 0.8438 0.9309 1
8 0.1562 0.94316 0.1809 1
8 0.05684 0.6562 0.4309 1
8 0.3438 0.55684 0.6809 1
8 0.55684 0.8438 0.4309 1
8 0.8438 0.94316 0.6809 1
8 0.94316 0.6562 0.9309 1
8 0.6562 0.55684 0.1809 1

