57	0.42521	0	0	1
73	0	0	0	0.477	 
31	0	0	0	0.523
31	0.76176	0	0.5	1
31	0.33333	0.66666	0.53131	1
8	0.33333	0.66666	0.1790	1
8	0.4563	0.3084	0.3047	1
8	0.2190	0.0781	0.7637	1
