3 0 0 0.2829 1
3 0 0 0.7829 1
3 0.6667 0.3333 0.6162 1
3 0.6667 0.3333 0.1162 1
3 0.3333 0.6667 0.9496 1
3 0.3333 0.6667 0.4496 1
41 0 0 0 1
41 0 0 0.5 1
41 0.6667 0.3333 0.3333 1
41 0.6667 0.3333 0.8333 1
41 0.3333 0.6667 0.6667 1
41 0.3333 0.6667 0.1667 1
8 0.0492 0.3446 0.0647 1
8 0.6554 0.7046 0.0647 1
8 0.2954 0.9508 0.0647 1
8 0.6554 0.9508 0.5647 1
8 0.0492 0.7046 0.5647 1
8 0.2954 0.3446 0.5647 1
8 0.7159 0.6779 0.398 1
8 0.3221 0.0379 0.398 1
8 0.9621 0.2841 0.398 1
8 0.3221 0.2841 0.898 1
8 0.7159 0.0379 0.898 1
8 0.9621 0.6779 0.898 1
8 0.3825 0.0113 0.7314 1
8 0.9887 0.3713 0.7314 1
8 0.6287 0.6175 0.7314 1
8 0.9887 0.6175 0.7314 1
8 0.3825 0.3713 0.2314 1
8 0.6287 0.0113 0.2314 1

